original_title,runtime,year_release,revenue_final_adjusted
Aquí Entre Nos,73.0,2012,3585125
Silent Night,99.0,2012,18952
The Man with the Iron Fists,96.0,2012,20307345
Quartet,98.0,2012,77438305
Not Fade Away,112.0,2012,794664
Struck by Lightning,90.0,2012,29832
Les Misérables,157.0,2012,574812307
Lo imposible,113.0,2012,234543895
Cirque du Soleil: Worlds Away,91.0,2012,44434560
This Is 40,134.0,2012,114568027
La vida precoz y breve de Sabina Rivas,115.0,2012,3115991
Django Unchained,165.0,2012,553421212
Jack Reacher,130.0,2012,284069909
グスコーブドリの伝記,106.0,2012,2
Lincoln,149.0,2012,358167867
베를린,120.0,2013,62414151
Cine Holliúdy,91.0,2013,6245849
Nothing Left to Fear,100.0,2013,2135546
Arrambam,157.0,2013,26767927
Final: The Rapture,90.0,2013,117396
Kevin Hart: Let Me Explain,74.0,2013,41083551
एबीसीडी,160.0,2013,282975
Nurse 3-D,99.0,2013,12746632
ദൃശ്യം,160.0,2013,15295958
Gimme Shelter,101.0,2013,1733427
Ghost Team One,107.0,2013,11720
F.C. De Kampioenen: Kampioen zijn blijft plezant,115.0,2013,9523396
Amour & turbulences,96.0,2013,9733
小时代,116.0,2013,100
Lootera,136.0,2013,5481051
The Stone Roses: Made of Stone,96.0,2013,929284
永遠の0,144.0,2013,107709040
Viva la libertà,94.0,2013,61343
警察故事2013,108.0,2013,103464411
Madras Cafe,130.0,2013,8285310
Sur le chemin de l'école,77.0,2013,9463
रान्झाना,140.0,2013,22943937
The Package,93.0,2013,1872
விஸ்வரூபம்,147.0,2013,65007823
धूम ३,172.0,2013,115994351
Hross í oss,85.0,2013,14
Big Sur,100.0,2013,42855
神速のゲノセクト ミュウツー覚醒,72.0,2013,63733160
Camille Claudel 1915,95.0,2013,147682
Some Velvet Morning,82.0,2013,8183
Benvenuto Presidente!,100.0,2013,12109300
The Devil's Violinist,122.0,2013,14396
Il futuro,94.0,2013,17823
Soodhu Kavvum,138.0,2013,15295958
Un Prince (presque) charmant,88.0,2013,272777
Jimmy P.,117.0,2013,38600
小时代2：青木时代,116.0,2013,59
Билет на Vegas,92.0,2013,7819342
Ostrov Vezeniya,82.0,2013,6123055
Тёмный мир: Равновесие,95.0,2013,2700846
¿Quién mató a Bambi?,0.0,2013,1083793
Зомби каникулы 3D,95.0,2013,955997
劇場版 魔法少女まどか☆マギカ[新編]叛逆の物語,116.0,2013,16504186
Иван Царевич и Серый Волк 2,85.0,2013,23345456
Bei Jing yu shang Xi Ya Tu,123.0,2013,103693851
特殊身份,98.0,2013,16144
Pacific Rim,131.0,2013,519556424
A Single Shot,116.0,2013,23762
The Last Days on Mars,98.0,2013,30698
Ender's Game,114.0,2013,160017637
All Is Lost,106.0,2013,7786560
12 Years a Slave,134.0,2013,238362018
One Small Hitch,100.0,2013,10152
The Congress,122.0,2013,581010
Jackass Presents: Bad Grandpa,92.0,2013,193534072
The Counselor,117.0,2013,90512984
Escape Plan,115.0,2013,156675368
Baggage Claim,96.0,2013,28624485
Romeo & Juliet,118.0,2013,1481968
Filth,97.0,2013,11617616
Machete Kills,107.0,2013,19130350
Captain Phillips,134.0,2013,121093004
Carrie,100.0,2013,105024966
Thor: The Dark World,112.0,2013,821611446
Dallas Buyers Club,117.0,2013,70359222
天注定,133.0,2013,196451
Frozen,102.0,2013,1624200080
Third Person,137.0,2013,2229642
Charlie Countryman,108.0,2013,14849
Delivery Man,105.0,2013,65217003
47 Ronin,119.0,2013,192426311
The Hobbit: The Desolation of Smaug,161.0,2013,1221637211
The Hunger Games: Catching Fire,146.0,2013,1080179489
Ida,80.0,2013,19500250
The Best Man Holiday,123.0,2013,91298000
中国合伙人,112.0,2013,112170361
The Book Thief,131.0,2013,97621758
Philomena,98.0,2013,127631863
致我们终将逝去的青春,131.0,2013,147860931
Last Vegas,105.0,2013,171317857
Free Birds,91.0,2013,140212952
Cloudy with a Chance of Meatballs 2,95.0,2013,316606735
On the Job,120.0,2013,594105
Parkland,94.0,2013,833184
La vie d'Adèle - Chapitres 1 et 2,179.0,2013,12957836
I Spit on Your Grave 2,106.0,2013,1031
Gravity,91.0,2013,913159418
かぐや姫の物語,137.0,2013,30829299
Getaway,90.0,2013,13386433
Closed Circuit,96.0,2013,7329824
No se Aceptan Devoluciones,115.0,2013,126277321
Adore,100.0,2013,406594
Empire State,94.0,2013,4638939
The Frozen Ground,105.0,2013,7006761
Chennai Express,141.0,2013,79029118
About Time,123.0,2013,111023737
Ain't Them Bodies Saints,96.0,2013,1314487
In a World...,93.0,2013,3777976
The Butler,132.0,2013,147761730
Touchy Feely,89.0,2013,44641
What If,93.0,2013,10002282
Inside Llewyn Davis,105.0,2013,41981439
Prisoners,153.0,2013,155670393
Austenland,97.0,2013,2752050
Runner Runner,91.0,2013,79815134
स्पेशल 26,144.0,2013,22943937
Bad Milo!,85.0,2013,24999
Metallica: Through the Never,93.0,2013,10162847
Enough Said,93.0,2013,32234794
Nebraska,115.0,2013,22504066
Les Salauds,100.0,2013,15610
A Nagy Füzet,112.0,2013,84840
Battle of the Year,110.0,2013,21095009
Grand Masti,140.0,2013,59909170
CBGB,101.0,2013,51496
The To Do List,104.0,2013,4545735
Short Term 12,96.0,2013,2039461
The Family,111.0,2013,47027710
Rush,123.0,2013,115035325
Out of the Furnace,116.0,2013,19629813
The Wolf of Wall Street,180.0,2013,499668859
Homefront,100.0,2013,54885592
Mandela: Long Walk to Freedom,141.0,2013,34836545
Mistaken for Strangers,75.0,2013,175215
Starred Up,106.0,2013,69998
Words and Pictures,111.0,2013,4265350
キャプテンハーロック,115.0,2013,21844288
L'étrange couleur des larmes de ton corps,102.0,2013,9154
"Bless Me, Ultima",106.0,2013,1980604
Bad Words,88.0,2013,9942372
Goliyon Ki Raasleela Ram-Leela,150.0,2013,40789222
Breathe In,98.0,2013,19119
Paradies: Hoffnung,92.0,2013,8541
Gerontophilia,90.0,2013,6109
Cold Comes the Night,90.0,2013,21632
La Vénus à la fourrure,96.0,2013,436168
Nymphomaniac: Vol. II,123.0,2013,2838887
The Art of the Steal,90.0,2013,81661
Dom Hemingway,93.0,2013,667300
Gloria,105.0,2013,2686894
뫼비우스,89.0,2013,2982
No One Lives,86.0,2013,95495
12 O’Clock Boys,76.0,2013,56
Jimi: All Is by My Side,118.0,2013,434546
Begin Again,104.0,2013,80896322
Black Nativity,93.0,2013,8945827
Minuscule - La vallée des fourmis perdues,89.0,2013,38239896
Camille Claudel 1915,95.0,2013,147682
Legends of Oz: Dorothy's Return,88.0,2013,23787799
Mindscape,99.0,2013,1529595
The Immigrant,117.0,2013,7479323
Belle,105.0,2013,21038902
A Case of You,91.0,2013,5337
Le Week-End,93.0,2013,2836250
Fading Gigolo,90.0,2013,3417811
Oculus,104.0,2013,56123734
Vi är bäst!,102.0,2013,230191
Blood Ties,128.0,2013,3078913
The Mortal Instruments: City of Bones,130.0,2013,115440409
The Young and Prodigious T.S. Spivet,105.0,2013,12102658
Mi mefahed mezeev hara,110.0,2013,42359
Good Ol’ Freda,86.0,2013,172129
Anchorman 2: The Legend Continues,119.0,2013,221344009
Oldboy,104.0,2013,6196165
A Perfect Man,95.0,2013,494
Saving Mr. Banks,125.0,2013,143456434
Coherence,89.0,2013,130802
The Armstrong Lie,124.0,2013,488570
Lone Survivor,121.0,2013,190301608
Life of Crime,94.0,2013,338361
Her,126.0,2013,60356897
The Secret Life of Walter Mitty,114.0,2013,239806622
American Hustle,138.0,2013,320159459
Sweetwater,95.0,2013,7835
ആമേൻ,165.0,2013,344159
August: Osage County,121.0,2013,94565907
Snowpiercer,126.0,2013,110588392
Labor Day,111.0,2013,25844831
The Physician,155.0,2013,73018108
Grudge Match,113.0,2013,57241631
Enemy,91.0,2013,4329681
Yeh Jawaani Hai Deewani,159.0,2013,58634507
Географ глобус пропил,120.0,2013,5146812
We Are What We Are,105.0,2013,103733
Diana,113.0,2013,27744664
The Railway Man,116.0,2013,28436745
The Sacrament,99.0,2013,11753
そして父になる,121.0,2013,25466446
Metegol,106.0,2013,30591916
ドラゴンボールZ 神と神,85.0,2013,64183118
Hunting Elephants,107.0,2013,5735984
Make Your Move,110.0,2013,155
The Invisible Woman,111.0,2013,1573258
Dabba,104.0,2013,5398391
A.C.O.D.,88.0,2013,223964
Kaappari,93.0,2013,678463
Jobs,128.0,2013,45800446
The Fifth Estate,128.0,2013,10904753
Paranoia,106.0,2013,17571251
Evil Dead,91.0,2013,124334411
Admission,107.0,2013,22943937
The Host,125.0,2013,80720852
One Chance,103.0,2013,13894382
The Place Beyond the Pines,140.0,2013,45232198
InAPPropriate Comedy,84.0,2013,290
Trance,101.0,2013,30925329
Olympus Has Fallen,120.0,2013,205253457
The Call,94.0,2013,87406686
Texas Chainsaw 3D,92.0,2013,60217568
Gåten Ragnarok,120.0,2013,4743461
Los amantes pasajeros,90.0,2013,14944303
Spring Breakers,94.0,2013,40437777
The Incredible Burt Wonderstone,100.0,2013,34974057
Aashiqui 2,132.0,2013,20394611
Warm Bodies,97.0,2013,149110945
The Face of Love,92.0,2013,446139
Oblivion,124.0,2013,364768547
Star Trek Into Darkness,132.0,2013,595733280
The Great Gatsby,143.0,2013,447458304
Mud,130.0,2013,27517046
The English Teacher,91.0,2013,133597
Superman: Unbound,75.0,2013,3716620
The Legend of Sarila,80.0,2013,19119948
Iron Man 3,130.0,2013,1549276632
This Is the End,107.0,2013,160660234
一代宗師,130.0,2013,81676257
Home Run,114.0,2013,3646836
A Band Called Death,96.0,2013,159
Pain & Gain,130.0,2013,109844472
Scary Movie 5,86.0,2013,99906500
42,128.0,2013,121118768
To the Wonder,112.0,2013,749011
I Give It a Year,97.0,2013,35989678
The Croods,98.0,2013,745906045
Paulette,87.0,2013,37594
Dead Man Down,118.0,2013,23038949
21 & Over,93.0,2013,61267543
A Good Day to Die Hard,98.0,2013,388331474
Broken City,109.0,2013,25112348
ต้มยำกุ้ง 2,104.0,2013,4209528
Movie 43,90.0,2013,41348784
Parker,118.0,2013,58910651
The End of Love,89.0,2013,10612
Hansel & Gretel: Witch Hunters,88.0,2013,286548716
Beautiful Creatures,124.0,2013,76546250
Трудно быть богом,170.0,2013,1670666
The ABCs of Death,123.0,2013,27609
Identity Thief,111.0,2013,221746796
Side Effects,106.0,2013,80778921
The East,116.0,2013,3061116
LUV,94.0,2013,171613
Safe Haven,115.0,2013,124399658
The Internship,119.0,2013,56085180
Khumba,85.0,2013,34654746
Upstream Color,96.0,2013,566075
Oz: The Great and Powerful,130.0,2013,626966737
Gangster Squad,113.0,2013,134095719
Phantom,99.0,2013,1318752
Stoker,99.0,2013,15394669
風立ちぬ,126.0,2013,150324091
ಲೂಸಿಯಾ,136.0,2013,216692
G.I. Joe: Retaliation,110.0,2013,474017006
The Last Exorcism Part II,88.0,2013,19348497
Jack the Giant Slayer,114.0,2013,251985112
Dark Skies,97.0,2013,32088774
The Pirate Bay: Away From Keyboard,82.0,2013,44184
A Haunted House,86.0,2013,76660390
Mama,100.0,2013,186735317
Snitch,112.0,2013,54721880
Before Midnight,108.0,2013,14246233
Escape from Planet Earth,89.0,2013,95086870
Alceste à bicyclette,104.0,2013,13715215
Welcome to the Punch,99.0,2013,12424
White House Down,131.0,2013,261773422
Kick-Ass 2,103.0,2013,77372056
Grown Ups 2,100.0,2013,314821770
We Steal Secrets: The Story of WikiLeaks,127.0,2013,767400
What Maisie Knew,93.0,2013,1359391
Despicable Me 2,98.0,2013,1237394451
Drinking Buddies,90.0,2013,437644
The World's End,109.0,2013,58748318
We're the Millers,110.0,2013,344151567
Hummingbird,100.0,2013,10647115
The Adventurer: The Curse of the Midas Box,99.0,2013,8156
The Heat,117.0,2013,202256138
Man of Tai Chi,105.0,2013,2619357
Alan Partridge: Alpha Papa,90.0,2013,12491699
The Smurfs 2,105.0,2013,442861561
The Conjuring,112.0,2013,405343077
2 Guns,109.0,2013,168179586
The Lone Ranger,149.0,2013,113814562
Percy Jackson: Sea of Monsters,106.0,2013,222529109
Only God Forgives,90.0,2013,13176686
The Canyons,99.0,2013,72432
V/H/S/2,95.0,2013,27829
The Spectacular Now,95.0,2013,8737320
Fruitvale Station,85.0,2013,22161077
Bhaag Milkha Bhaag,186.0,2013,31866580
殭屍,105.0,2013,10025
R.I.P.D.,96.0,2013,78581074
Yip Man: The Final Fight,100.0,2013,48289
La grande bellezza,142.0,2013,10670313
Blue Jasmine,98.0,2013,126454511
A Field in England,90.0,2013,41867
The Congress,122.0,2013,581010
Bullet to the Head,92.0,2013,12096335
Riddick,119.0,2013,125346931
The Wolverine,126.0,2013,529546937
Turbo,96.0,2013,360182449
The Hangover Part III,100.0,2013,461428170
Сталинград,131.0,2013,86842189
Fast & Furious 6,130.0,2013,1005301181
Epic,102.0,2013,342153552
Walking With Dinosaurs,87.0,2013,161304189
Wolf Creek 2,106.0,2013,12275572
Le passé,130.0,2013,13551896
Frances Ha,86.0,2013,5187657
Behind the Candelabra,118.0,2013,19884745
After Earth,100.0,2013,310817860
Now You See Me,115.0,2013,150026448
Lovelace,92.0,2013,2021083
Elysium,109.0,2013,364733020
狄仁杰之神都龙王,133.0,2013,92142576
The Bling Ring,90.0,2013,24404360
World War Z,116.0,2013,677948743
Planes,91.0,2013,280156583
La migliore offerta,124.0,2013,24544752
Hammer of the Gods,99.0,2013,817
Monsters University,104.0,2013,947788068
The Way Way Back,103.0,2013,29570468
Killing Season,91.0,2013,50834
The Purge,86.0,2013,113863913
Blackfish,83.0,2013,2630027
The Big Wedding,90.0,2013,27812319
Man of Steel,143.0,2013,844904789
The Reluctant Fundamentalist,130.0,2013,662232
La Belle et la Bête,112.0,2014,61682418
Zid,128.0,2014,1593435
Cold in July,109.0,2014,536948
God's Not Dead,113.0,2014,37422761
Turist,118.0,2014,1707883
The Raid 2: Berandal,150.0,2014,3300460
Time Out of Mind,120.0,2014,209512
Draft Day,109.0,2014,36219445
The Quiet Ones,98.0,2014,22405249
L'image manquante,95.0,2014,65531
Muppets Most Wanted,112.0,2014,100982398
ബാംഗ്ലൂർ ഡെയ്സ്,172.0,2014,1633139
ഓം ശാന്തി ഓശാന,130.0,2014,1884391
The Legend of Hercules,99.0,2014,76982990
The Amazing Spider-Man 2,142.0,2014,886565341
Rio 2,102.0,2014,628367262
Moms' Night Out,98.0,2014,13102434
Transcendence,119.0,2014,129444209
Vladeniye 18,90.0,2014,402499
Boulevard,88.0,2014,158477
Blended,117.0,2014,155141471
Opposite Sex,96.0,2014,56531
Все и сразу,0.0,2014,3
Afflicted,85.0,2014,152232
Chef,114.0,2014,57747727
Learning to Drive,105.0,2014,4331127
Maleficent,97.0,2014,952924008
The Two Faces of January,96.0,2014,5662550
"Ich seh, Ich seh",100.0,2014,1480121
Before We Go,89.0,2014,46671
Blue Ruin,90.0,2014,324597
Walk of Shame,95.0,2014,74381
Zombeavers,85.0,2014,18777
Godzilla,123.0,2014,664657672
X-Men: Days of Future Past,131.0,2014,939510896
Lucy,89.0,2014,158975850
同桌的妳,0.0,2014,95475841
Match,90.0,2014,46839
Neighbors,96.0,2014,336875704
Pompeii,105.0,2014,148027291
Locke,85.0,2014,5823146
Brick Mansions,90.0,2014,86552404
Edge of Tomorrow,113.0,2014,465496557
The Other Woman,109.0,2014,247208553
Heaven is for Real,99.0,2014,127300656
Cooties,88.0,2014,729901
13 Sins,93.0,2014,17347
Night at the Museum: Secret of the Tomb,97.0,2014,438968125
Glen Campbell: I'll Be Me,116.0,2014,459191
The Monuments Men,118.0,2014,194700410
Саранча,118.0,2014,587129
Better Living Through Chemistry,91.0,2014,94399
"I, Frankenstein",92.0,2014,89388744
Justice League: War,79.0,2014,6476434
Decoding Annie Parker,91.0,2014,60790
Devil's Due,89.0,2014,45770584
Divergent,139.0,2014,362742741
Jack Ryan: Shadow Recruit,105.0,2014,63502875
Ride Along,99.0,2014,193461466
分手大师,114.0,2014,133967681
Поводир,120.0,2014,627085
Yves Saint Laurent,106.0,2014,26414509
मैरी कोम,122.0,2014,19517684
Na Maloom Afraad,137.0,2014,2838451
Legok na Pomine,83.0,2014,6111157
Raja Natwarlal,141.0,2014,5
Heropanti,146.0,2014,12562610
Кавказская пленница!,95.0,2014,224870
The Double,93.0,2014,251762
வீரம்,161.0,2014,23868960
Tracks,112.0,2014,6128345
Le Règne de la beauté,102.0,2014,50250
智取威虎山,141.0,2014,287663
恐怖在線,95.0,2014,623105
Dr. Cabbie,101.0,2014,280149
किक,146.0,2014,69094359
Allacciate le cinture,110.0,2014,6607933
Paranormal Activity: The Marked Ones,84.0,2014,108493686
Diplomatie,84.0,2014,4958311
The Lego Movie,100.0,2014,589388316
Recep İvedik 4,117.0,2014,187838034
Noah,139.0,2014,455567342
Where Hope Grows,95.0,2014,1452237
Captain America: The Winter Soldier,136.0,2014,897933424
Difret,96.0,2014,62394
Son of God,138.0,2014,85174581
Veronica Mars,107.0,2014,4378229
Barefoot,90.0,2014,18933
Need for Speed,130.0,2014,255369782
Under the Skin,108.0,2014,6758999
Mr. Peabody & Sherman,92.0,2014,342849263
Obvious Child,83.0,2014,3924513
The Bag Man,108.0,2014,71071
300: Rise of an Empire,102.0,2014,424088678
RoboCop,102.0,2014,304880700
Black Rose,83.0,2014,1074668
3 Days to Kill,113.0,2014,66076818
Interstellar,169.0,2014,848127000
That Awkward Moment,94.0,2014,32724447
The Grand Budapest Hotel,99.0,2014,219343583
Duniyadari,148.0,2014,3
About Last Night,100.0,2014,61560164
Joe,118.0,2014,2971644
Winter's Tale,118.0,2014,38693131
Endless Love,103.0,2014,42810764
The Zero Theorem,107.0,2014,968207
"Быстрее, чем кролики",99.0,2014,6633035
A Long Way Down,96.0,2014,9015365
Sabotage,110.0,2014,21995269
Non-Stop,106.0,2014,279907028
Million Dollar Arm,124.0,2014,48124380
Paddington,95.0,2014,325631950
Song of the Sea,93.0,2014,1077271
Foxcatcher,134.0,2014,15196110
Song One,86.0,2014,40515
You're Not You,104.0,2014,14429
She's Funny That Way,93.0,2014,140696
Life Partners,95.0,2014,10382
A Most Wanted Man,121.0,2014,39641136
Død Snø 2,100.0,2014,47075
Serena,102.0,2014,221593
Camp X-Ray,117.0,2014,75054
The Imitation Game,113.0,2014,293406945
Wish I Was Here,120.0,2014,6888455
Inherent Vice,148.0,2014,13958285
Earth to Echo,89.0,2014,56908626
Step Up All In,112.0,2014,108246547
Im Labyrinth des Schweigens,122.0,2014,998039
Life After Beth,90.0,2014,110893
The Hunger Games: Mockingjay - Part 1,123.0,2014,944834244
Exodus: Gods and Kings,150.0,2014,336717953
Relatos salvajes,125.0,2014,33927933
Les Combattants,98.0,2014,29645
Dumb and Dumber To,110.0,2014,213359625
The Rover,103.0,2014,2883650
Get on Up,139.0,2014,40089298
Magic in the Moonlight,97.0,2014,64106200
The Green Inferno,100.0,2014,8584590
Persecuted,93.0,2014,1958304
Escobar: Paradise Lost,120.0,2014,4721441
Hercules,99.0,2014,305773946
Le sel de la terre,109.0,2014,1331390
Cake,102.0,2014,2965129
Mr. Turner,150.0,2014,6790719
A Girl Walks Home Alone at Night,99.0,2014,496223
The Gambler,111.0,2014,49209166
Big Hero 6,102.0,2014,819214686
I Origins,106.0,2014,422696
Merchants of Doubt,96.0,2014,241704
La isla mínima,105.0,2014,6494561
Black Sea,115.0,2014,1471783
Unbroken,137.0,2014,205327000
Selma,127.0,2014,83903049
The Book of Life,95.0,2014,122406443
The Purge: Anarchy,104.0,2014,136659656
The Hobbit: The Battle of the Five Armies,144.0,2014,1201010449
"Love, Rosie",102.0,2014,5577084
"Like Sunday, Like Rain",104.0,2014,35436
ABCs of Death 2,125.0,2014,9008
My Old Lady,107.0,2014,9456168
A Walk Among the Tombstones,113.0,2014,66809974
Guardians of the Galaxy,121.0,2014,971502657
The Signal,95.0,2014,754882
The Better Angels,95.0,2014,89091
STAND BY ME ドラえもん,90.0,2014,104346499
Jimmy's Hall,106.0,2014,3273816
The Riot Club,107.0,2014,2695987
Suite Française,107.0,2014,11437900
5 Flights Up,92.0,2014,1282543
Before I Disappear,100.0,2014,10365
Big Game,90.0,2014,9421958
The Expendables 3,127.0,2014,259006542
露水紅顏,98.0,2014,7035062
No Good Deed,83.0,2014,67625055
The Hundred-Foot Journey,122.0,2014,111657516
The Water Diviner,112.0,2014,19497200
'71,99.0,2014,2042488
Red Army,76.0,2014,872598
The Single Moms Club,111.0,2014,20524643
Black or White,121.0,2014,27099045
I Am Ali,111.0,2014,9051
Adult Beginners,90.0,2014,136691
Parts Per Billion,139.0,2014,18843916
Tinker Bell and the Pirate Fairy,78.0,2014,25502099
Barbecue,98.0,2014,18025498
"Deux jours, une nuit",95.0,2014,8619022
If I Stay,106.0,2014,99087395
Penguins of Madagascar,92.0,2014,469278956
Horrible Bosses 2,108.0,2014,135262078
Citizenfour,114.0,2014,3772764
명량,126.0,2014,140898236
50 to 1,110.0,2014,1337232
Beyond the Lights,116.0,2014,18364937
Sin City: A Dame to Kill For,102.0,2014,49506254
Torrente 5: Operación Eurovegas,105.0,2014,14663535
Repentance,90.0,2014,1494463
Beyond the Reach,95.0,2014,57656
思い出のマーニー,103.0,2014,704869
Ping Pong Summer,92.0,2014,32387
The Theory of Everything,123.0,2014,155433022
Dolphin Tale 2,107.0,2014,65858900
V/H/S: Viral,81.0,2014,3462
Testament of Youth,129.0,2014,2289221
The Pyramid,89.0,2014,17418606
Still Alice,99.0,2014,55130580
Let's Be Cops,104.0,2014,171631985
The Maze Runner,113.0,2014,437580684
The Skeleton Twins,90.0,2014,6638471
Batman: Assault on Arkham,75.0,2014,5742400
The Drop,106.0,2014,23937469
Spring,109.0,2014,62775
Mutant World,85.0,2014,1884391
God's Pocket,88.0,2014,213534
Kill the Messenger,112.0,2014,3078902
Phoenix,98.0,2014,4000528
Honeymoon,87.0,2014,11705
Taken 3,109.0,2014,409253960
一個人的武林,100.0,2014,162202
Into the Storm,89.0,2014,201758285
Sex Tape,97.0,2014,158376217
Pride,119.0,2014,9451648
Before I Go to Sleep,92.0,2014,19405658
The Dead Lands,108.0,2014,6582
The Woman in Black 2: Angel of Death,90.0,2014,33292580
Infinitely Polar Bear,87.0,2014,1797276
Teenage Mutant Ninja Turtles,101.0,2014,599487786
Viy,127.0,2014,43456731
Rob the Mob,104.0,2014,259931
The Giver,94.0,2014,84144939
Clouds of Sils Maria,124.0,2014,2325988
The Guest,99.0,2014,2973772
Samba,118.0,2014,190361
"As Above, So Below",93.0,2014,50376069
The Pretty One,90.0,2014,17297
Atlas Shrugged Part III: Who is John Galt?,99.0,2014,1063681
Nightcrawler,117.0,2014,48613807
When the Game Stands Tall,115.0,2014,37848587
Julia,95.0,2014,3404
22 Jump Street,112.0,2014,236731865
Into the Woods,125.0,2014,267460963
Predestination,97.0,2014,3768783
What We Do in the Shadows,86.0,2014,4187118
The Best of Me,117.0,2014,45132703
Transformers: Age of Extinction,165.0,2014,1371089743
Miss Julie,120.0,2014,6281305
The November Man,108.0,2014,40898985
John Wick,101.0,2014,111507819
Finding Vivian Maier,83.0,2014,1888934
The Homesman,122.0,2014,4325122
Top Five,102.0,2014,31952109
The Judge,141.0,2014,105173408
Frank,95.0,2014,810522
Last Days in Vietnam,98.0,2014,202
Planes: Fire & Rescue,83.0,2014,189903694
Maps to the Stars,112.0,2014,1681335
Mrs. Brown's Boys D'Movie,94.0,2014,28894004
Tammy,97.0,2014,126286187
Love Is Strange,98.0,2014,2841942
Fury,135.0,2014,266098590
The Captive,112.0,2014,1350704
The Prince,93.0,2014,334902620
White Bird in a Blizzard,91.0,2014,42488
Il capitale umano,111.0,2014,7298035
How to Train Your Dragon 2,102.0,2014,765217576
Party Girl,95.0,2014,593420
[REC] 4: Apocalipsis,95.0,2014,238689
Big Eyes,105.0,2014,36285230
Birdman,119.0,2014,129665105
Seventh Son,102.0,2014,143438147
Boyhood,164.0,2014,55713922
Annabelle,99.0,2014,320690555
The Loft,108.0,2014,12659079
American Sniper,133.0,2014,681279707
Wild,115.0,2014,65955642
The Remaining,88.0,2014,1469326
This Is Where I Leave You,103.0,2014,51878959
The Boxtrolls,97.0,2014,135997510
Think Like a Man Too,105.0,2014,88166196
Jersey Boys,134.0,2014,84605431
The Internet's Own Boy: The Story of Aaron Swartz,105.0,2014,61444
Hector and the Search for Happiness,114.0,2014,1412596
Tusk,102.0,2014,2294818
Laggies,100.0,2014,1340406
Dracula Untold,92.0,2014,270760946
The Equalizer,132.0,2014,241617620
Two Night Stand,86.0,2014,23381
The Babadook,93.0,2014,8387390
The Disappearance of Eleanor Rigby: Them,119.0,2014,1237425
The Look of Silence,103.0,2014,417970
Bande de filles,112.0,2014,76336
The Interview,112.0,2014,15505568
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",81.0,2014,126447889
Aloft,112.0,2014,66689
PK,153.0,2014,150751329
Eden,131.0,2014,82234
The Fault in Our Stars,125.0,2014,385881738
Ouija,89.0,2014,130136425
Left Behind,110.0,2014,24726891
A Most Violent Year,125.0,2014,15084014
Fehér Isten,121.0,2014,354715
The Grand Seduction,112.0,2014,4308998
Turist,118.0,2014,1707883
Timbuktu,95.0,2014,1351831
The Rewrite,107.0,2014,5594788
Dawn of the Planet of the Apes,130.0,2014,892755108
And So It Goes,94.0,2014,31798966
Mommy,138.0,2014,4389464
Whiplash,105.0,2014,16446970
The Salvation,100.0,2014,52850903
"Men, Women & Children",116.0,2014,579339
Gemma Bovery,99.0,2014,194344
Gone Girl,145.0,2014,463975360
Annie,119.0,2014,168115138
The Song,116.0,2014,1268346
What We Did on Our Holiday,95.0,2014,1620574
Treehouse,96.0,2014,4082848
St. Vincent,102.0,2014,68889882
99 Homes,112.0,2014,1773748
Jinn,97.0,2014,187606
Sous les jupes des filles,116.0,2014,15148231
The DUFF,100.0,2015,53810403
Last Knights,115.0,2015,4504232
Woman in Gold,120.0,2015,76174797
Sleeping with Other People,100.0,2015,3973312
Mistress America,84.0,2015,3091050
대호,139.0,2015,13701437
Shaun the Sheep Movie,85.0,2015,73801560
Mad Max: Fury Road,120.0,2015,468347348
The Hunting Ground,103.0,2015,508223
A Walk in the Woods,104.0,2015,44492435
The Stanford Prison Experiment,122.0,2015,795569
تین بہادر,94.0,2015,797520
Results,105.0,2015,129192
The Overnight,80.0,2015,1359827
I'll See You in My Dreams,92.0,2015,9209348
葉問3,105.0,2015,193892588
Paul Blart: Mall Cop 2,94.0,2015,133012468
Z for Zachariah,97.0,2015,150150
Der Staat gegen Fritz Bauer,105.0,2015,183528
Dope,103.0,2015,22235385
The Diary of a Teenage Girl,98.0,2015,1825880
The D Train,101.0,2015,953507
Atrapa la bandera,94.0,2015,10268788
Buzzard,97.0,2015,16916
Hungry Hearts,109.0,2015,8555
The End of the Tour,106.0,2015,3712186
Good Kill,104.0,2015,391224
Don Verdean,96.0,2015,38704
寻龙诀,127.0,2015,344036420
Lolo,99.0,2015,29834
Insidious: Chapter 3,97.0,2015,128941155
Tomorrowland,130.0,2015,258558046
Krigen,115.0,2015,1376240
Brooklyn,111.0,2015,76738962
Mississippi Grind,108.0,2015,161375
Project Almanac,106.0,2015,39865502
The Longest Ride,128.0,2015,77897461
Eye in the Sky,102.0,2015,23122752
"Gabo, la magia de lo real",90.0,2015,23904
While We're Young,97.0,2015,9379702
என்னை அறிந்தால்,176.0,2015,19779312
Pan,111.0,2015,158714545
இன்று நேற்று நாளை,146.0,2015,1730689
Poltergeist,93.0,2015,117981120
Kidnapping Mr. Heineken,95.0,2015,3255584
Cinderella,105.0,2015,671896271
坏蛋必须死,104.0,2015,6181
Run All Night,114.0,2015,88465008
Пиковая дама: Черный обряд,93.0,2015,2754411
Once I Was a Beehive,119.0,2015,905713
The Lazarus Effect,83.0,2015,79254133
Ex Machina,108.0,2015,45578229
ஓ காதல் கண்மணி,138.0,2015,6304655
